154549,3943,498,227,87,69,54,54,43,27,101,29,43,43,34,75,103,206,417,5346,
14047,495596,7685,800,407,228,174,124,113,108,634,86,69,55,86,95,116,210,325,717,
545,7595,292764,5586,717,271,167,126,63,49,231,57,42,42,41,63,53,77,137,239,
2542,5924,76080,1745680,34175,5041,2530,1630,1152,737,1957,423,308,312,311,350,425,576,761,1257,
105,202,636,8146,261450,7144,815,305,173,97,140,44,39,31,23,31,36,33,52,61,
913,1505,3098,10640,255164,2649529,45881,8124,3498,1781,1758,657,444,354,306,307,276,335,436,522,
544,700,1298,3325,12028,174312,2022330,45846,9799,4437,2442,995,530,390,288,248,249,254,311,412,
38,37,70,131,279,797,17556,510574,17874,1641,510,201,101,48,43,30,18,16,31,24,
39,38,57,75,140,333,1105,32949,809959,23827,1994,470,194,108,49,47,32,25,31,23,
442,556,645,956,1800,3358,9593,43034,358087,4523303,98984,10403,3883,1810,1081,661,503,417,400,371,
4561,4734,4926,5089,6246,9351,16547,49514,279521,2412106,37483898,224800,32940,13080,7692,5475,4890,4553,4413,4790,
30,24,22,43,34,59,93,205,523,1832,29520,476186,9438,915,247,117,68,48,32,32,
5202,4038,3208,2799,3194,4368,7396,16482,43719,154997,400702,1398177,16751290,305524,38381,16581,9326,7364,6658,6159,
4008,3359,2644,2361,2311,2877,4191,7430,16030,41242,84494,112898,635392,13615839,223594,20478,11162,7509,5987,5076,
3722,2980,2419,2064,2008,2273,2930,4328,7837,16429,37800,32381,43737,431634,11969265,192536,16007,9247,6001,4691,
3742,2788,2179,1804,1743,1847,2481,3379,5205,8798,22246,13295,17115,25074,330732,9076246,156517,14277,7282,5010,
4261,3001,2303,1980,1824,2126,2719,3312,4903,7778,18625,8723,8876,11514,20519,165695,6591109,141923,14330,6682,
3163,2053,1448,1153,906,887,1005,1214,1469,1921,7266,2312,2672,3215,5323,10837,92533,3716373,67737,6377,
421,231,128,77,53,46,51,48,63,52,234,43,86,84,123,247,508,5256,200026,4276,
5525,630,259,142,97,109,104,101,117,208,383,165,147,147,124,165,250,728,6272,185898,


154265,3989,498,219,133,64,59,47,37,37,121,38,35,40,40,86,103,200,444,5218,
132587,4639170,73538,7552,4516,3086,2575,2033,2025,2466,7987,1380,1211,1044,1071,1251,1741,2593,4357,10976,
664,7566,286757,5650,733,337,162,134,96,66,302,37,47,36,62,53,61,87,168,251,
246,512,6697,218646,5795,737,279,156,91,75,170,43,27,25,28,24,37,46,62,115,
235,352,725,16189,922285,13709,1113,536,307,222,1177,116,73,51,59,71,83,74,89,128,
